Timestamp;gLeftWheelTicks;gRightWheelTicks;gTheta_hat;gX_hat;gY_hat
6000;0;0;2.961110E-002;142;1
30000;0;0;2.960933E-002;142;1
56000;0;0;2.960933E-002;142;1
79000;0;0;2.961822E-002;142;1
104000;0;0;2.961822E-002;142;1
127000;0;0;2.961645E-002;142;1
150000;0;0;2.963066E-002;142;1
176000;0;0;2.963066E-002;142;1
201000;0;0;2.962622E-002;142;1
224000;0;0;2.962622E-002;142;1
246000;0;0;2.963245E-002;142;1
268000;0;0;2.962269E-002;142;1
292000;0;0;2.962269E-002;142;1
317000;0;0;2.961825E-002;142;1
341000;0;0;2.961825E-002;142;1
364000;0;0;2.962448E-002;142;1
388000;0;0;2.962448E-002;142;1
414000;0;0;2.963070E-002;142;1
439000;0;0;2.961295E-002;142;1
463000;0;0;2.961295E-002;142;1
486000;0;0;2.961384E-002;142;1
510000;0;0;2.960675E-002;142;1
536000;0;0;2.960675E-002;142;1
561000;0;0;2.961030E-002;142;1
585000;0;0;2.961030E-002;142;1
609000;0;0;2.961120E-002;142;1
633000;0;0;2.959079E-002;142;1
656000;0;0;2.959079E-002;142;1
682000;0;0;2.958902E-002;142;1
706000;0;0;2.958902E-002;142;1
728000;0;0;2.958725E-002;142;1
752000;0;0;2.958725E-002;142;1
778000;0;0;2.958814E-002;142;1
803000;0;0;2.957039E-002;142;1
826000;0;0;2.957039E-002;142;1
850000;0;0;2.956330E-002;142;1
874000;0;0;2.955087E-002;142;1
900000;0;0;2.955087E-002;142;1
925000;0;0;2.953845E-002;142;1
949000;0;0;2.953845E-002;142;1
972000;0;0;2.952070E-002;142;1
995000;0;0;2.952160E-002;142;1
1021000;0;0;2.952160E-002;142;1
1046000;0;0;2.954113E-002;142;1
1070000;0;0;2.954113E-002;142;1
1094000;0;0;2.953937E-002;142;1
1119000;0;0;2.954292E-002;142;1
1144000;0;0;2.954292E-002;142;1
1167000;0;0;2.953849E-002;142;1
1191000;0;0;2.953849E-002;142;1
1215000;0;0;2.953938E-002;142;1
1238000;0;0;2.953229E-002;142;1
1263000;0;0;2.953229E-002;142;1
1288000;0;0;2.953052E-002;142;1
1311000;0;0;2.953052E-002;142;1
1334000;0;0;2.953674E-002;142;1
1358000;0;0;2.953497E-002;142;1
1384000;0;0;2.953497E-002;142;1
1409000;0;0;2.953587E-002;142;1
1433000;0;0;2.953587E-002;142;1
1457000;0;0;2.952611E-002;142;1
1480000;0;0;2.952700E-002;142;1
1506000;0;0;2.952700E-002;142;1
1529000;0;0;2.955453E-002;142;1
1553000;0;0;2.955453E-002;142;1
1575000;0;0;2.956341E-002;142;1
1599000;0;0;2.956164E-002;142;1
1622000;0;0;2.956164E-002;142;1
1647000;0;0;2.955721E-002;142;1
1669000;0;0;2.955721E-002;142;1
1692000;0;0;2.956077E-002;142;1
1716000;0;0;2.956077E-002;142;1
1742000;0;0;2.954834E-002;142;1
1767000;0;0;2.954391E-002;142;1
1789000;0;0;2.954391E-002;142;1
1812000;0;0;2.954747E-002;142;1
1836000;0;0;2.954747E-002;142;1
1860000;0;0;2.952972E-002;142;1
1884000;0;0;2.953061E-002;142;1
1910000;0;0;2.953061E-002;142;1
1933000;0;0;2.953683E-002;142;1
1956000;0;0;2.953683E-002;142;1
1978000;0;0;2.953506E-002;142;1
2001000;0;0;2.953329E-002;142;1
2025000;0;0;2.953329E-002;142;1
2051000;0;0;2.955283E-002;142;1
2074000;0;0;2.955283E-002;142;1
2098000;0;0;2.954840E-002;142;1
2122000;0;0;2.954929E-002;142;1
2147000;0;0;2.954929E-002;142;1
2173000;0;0;2.956617E-002;142;1
2196000;0;0;2.956617E-002;142;1
2220000;0;0;2.956706E-002;142;1
2244000;0;0;2.956529E-002;142;1
2267000;0;0;2.956529E-002;142;1
2293000;0;0;2.955553E-002;142;1
2316000;0;0;2.955553E-002;142;1
2339000;0;0;2.955110E-002;142;1
2362000;0;0;2.955110E-002;142;1
2386000;0;0;2.955998E-002;142;1
2409000;0;0;2.956620E-002;142;1
2435000;0;0;2.956620E-002;142;1
2458000;0;0;2.955911E-002;142;1
2482000;0;0;2.955911E-002;142;1
2508000;0;0;2.956000E-002;142;1
2533000;0;0;2.954758E-002;142;1
2555000;0;0;2.954758E-002;142;1
2578000;0;0;2.956712E-002;142;1
2602000;0;0;2.956712E-002;142;1
2626000;0;0;2.955203E-002;142;1
2649000;0;0;2.955026E-002;142;1
2673000;0;0;2.955026E-002;142;1
2699000;0;0;2.953784E-002;142;1
2722000;0;0;2.953784E-002;142;1
2745000;0;0;2.953607E-002;142;1
2769000;0;0;2.952898E-002;142;1
2795000;0;0;2.952898E-002;142;1
2818000;0;0;2.954319E-002;142;1
2842000;0;0;2.954319E-002;142;1
2866000;0;0;2.955207E-002;142;1
2890000;0;0;2.954764E-002;142;1
2915000;0;0;2.954764E-002;142;1
2940000;0;0;2.954054E-002;142;1
2964000;0;0;2.954054E-002;142;1
2988000;0;0;2.955209E-002;142;1
3011000;0;0;2.954499E-002;142;1
3036000;0;0;2.954499E-002;142;1
3060000;0;0;2.954855E-002;142;1
3083000;0;0;2.954855E-002;142;1
3107000;0;0;2.954146E-002;142;1
3130000;0;0;2.955567E-002;142;1
3154000;0;0;2.955567E-002;142;1
3181000;0;0;2.954857E-002;142;1
3205000;0;0;2.954857E-002;142;1
3229000;0;0;2.955213E-002;142;1
3252000;0;0;2.953971E-002;142;1
3278000;0;0;2.953971E-002;142;1
3301000;0;0;2.954593E-002;142;1
3325000;0;0;2.954593E-002;142;1
3347000;0;0;2.954150E-002;142;1
3371000;0;0;2.953973E-002;142;1
3396000;0;0;2.953973E-002;142;1
3420000;0;0;2.954328E-002;142;1
3443000;0;0;2.954328E-002;142;1
3465000;0;0;2.954418E-002;142;1
3489000;0;0;2.954418E-002;142;1
3516000;0;0;2.952909E-002;142;1
3541000;0;0;2.952200E-002;142;1
3563000;0;0;2.952200E-002;142;1
3587000;0;0;2.953354E-002;142;1
3610000;0;0;2.953354E-002;142;1
3634000;0;0;2.953444E-002;142;1
3658000;0;0;2.953001E-002;142;1
3684000;0;0;2.953001E-002;142;1
3707000;0;0;2.952824E-002;142;1
3731000;0;0;2.952824E-002;142;1
3756000;0;0;2.952647E-002;142;1
3779000;0;0;2.953535E-002;142;1
3803000;0;0;2.953535E-002;142;1
3827000;0;0;2.952825E-002;142;1
3850000;0;0;2.952825E-002;142;1
3874000;0;0;2.952915E-002;142;1
3898000;0;0;2.952472E-002;142;1
3921000;0;0;2.952472E-002;142;1
3947000;0;0;2.953893E-002;142;1
3968000;0;0;2.953893E-002;142;1
3990000;0;0;2.954248E-002;142;1
4014000;0;0;2.954248E-002;142;1
4040000;0;0;2.953272E-002;142;1
4065000;0;0;2.953628E-002;142;1
4088000;0;0;2.953628E-002;142;1
4110000;0;0;2.954517E-002;142;1
4135000;0;0;2.954517E-002;142;1
4161000;0;0;2.954340E-002;142;1
4185000;0;0;2.954962E-002;142;1
4210000;0;0;2.954962E-002;142;1
4234000;0;0;2.953720E-002;142;1
4258000;0;0;2.953276E-002;142;1
4284000;0;0;2.953276E-002;142;1
4309000;0;0;2.953366E-002;142;1
4333000;0;0;2.953366E-002;142;1
4356000;0;0;2.953721E-002;142;1
4378000;0;0;2.954610E-002;142;1
4404000;0;0;2.954610E-002;142;1
4429000;0;0;2.954965E-002;142;1
4452000;0;0;2.954965E-002;142;1
4474000;0;0;2.954256E-002;142;1
4498000;0;0;2.955144E-002;142;1
4522000;0;0;2.955144E-002;142;1
4547000;0;0;2.955766E-002;142;1
4571000;0;0;2.955766E-002;142;1
4594000;0;0;2.955057E-002;142;1
4618000;0;0;2.955057E-002;142;1
4642000;0;0;2.954614E-002;142;1
4667000;0;0;2.956301E-002;142;1
4689000;0;0;2.956301E-002;142;1
4713000;0;0;2.956923E-002;142;1
4736000;0;0;2.956923E-002;142;1
4758000;0;0;2.957279E-002;142;1
4781000;0;0;2.957901E-002;142;1
4806000;0;0;2.957901E-002;142;1
4831000;0;0;2.958257E-002;142;1
4854000;0;0;2.958257E-002;142;1
4878000;0;0;2.958879E-002;142;1
4901000;0;0;2.960300E-002;142;1
4926000;0;0;2.960300E-002;142;1
4952000;0;0;2.960656E-002;142;1
4976000;0;0;2.960656E-002;142;1
4999000;0;0;2.961810E-002;142;1
5023000;0;0;2.961367E-002;142;1
5046000;0;0;2.961367E-002;142;1
5072000;0;0;2.961456E-002;142;1
5094000;0;0;2.961456E-002;142;1
5118000;0;0;2.961812E-002;142;1
5141000;0;0;2.961812E-002;142;1
5167000;0;0;2.962434E-002;142;1
5192000;0;0;2.963323E-002;142;1
5216000;0;0;2.963323E-002;142;1
5239000;0;0;2.963146E-002;142;1
5263000;0;0;2.963146E-002;142;1
5287000;0;0;2.964300E-002;142;1
5312000;0;0;2.964123E-002;142;1
5335000;0;0;2.964123E-002;142;1
5360000;0;0;2.963147E-002;142;1
5383000;0;0;2.963147E-002;142;1
5407000;0;0;2.963237E-002;142;1
5431000;0;0;2.962261E-002;142;1
5456000;0;0;2.962261E-002;142;1
5480000;0;0;2.962350E-002;142;1
5503000;0;0;2.962350E-002;142;1
5529000;0;0;2.962440E-002;142;1
5554000;0;0;2.962796E-002;142;1
5576000;0;0;2.962796E-002;142;1
5600000;0;0;2.962352E-002;142;1
5624000;0;0;2.962352E-002;142;1
5647000;0;0;2.962175E-002;142;1
5671000;0;0;2.962531E-002;142;1
5695000;0;0;2.962531E-002;142;1
5720000;0;0;2.961822E-002;142;1
5743000;0;0;2.961822E-002;142;1
5768000;0;0;2.962976E-002;142;1
5791000;0;0;2.962267E-002;142;1
5817000;0;0;2.962267E-002;142;1
5840000;0;0;2.963688E-002;142;1
5864000;0;0;2.963688E-002;142;1
5888000;0;0;2.963511E-002;142;1
5911000;0;0;2.963068E-002;142;1
5937000;0;0;2.963068E-002;142;1
5960000;0;0;2.963690E-002;142;1
5984000;0;0;2.963690E-002;142;1
6007000;0;0;2.964578E-002;142;1
6031000;0;0;2.963602E-002;142;1
6055000;0;0;2.963602E-002;142;1
6080000;0;0;2.964224E-002;142;1
6104000;0;0;2.964224E-002;142;1
6128000;0;0;2.964314E-002;142;1
6151000;0;0;2.965202E-002;142;1
6174000;0;0;2.965202E-002;142;1
6202000;0;0;2.964759E-002;142;1
6225000;0;0;2.964759E-002;142;1
6247000;0;0;2.965647E-002;142;1
6272000;0;0;2.965204E-002;142;1
6298000;0;0;2.965204E-002;142;1
6323000;0;0;2.964228E-002;142;1
6346000;0;0;2.964228E-002;142;1
6370000;0;0;2.964584E-002;142;1
6393000;0;0;2.965206E-002;142;1
6419000;0;0;2.965206E-002;142;1
6444000;0;0;2.965561E-002;142;1
6468000;0;0;2.965561E-002;142;1
6491000;0;0;2.964852E-002;142;1
6515000;0;0;2.966007E-002;142;1
6539000;0;0;2.966007E-002;142;1
6563000;0;0;2.966096E-002;142;1
6587000;0;0;2.966096E-002;142;1
6610000;0;0;2.966185E-002;142;1
6634000;0;0;2.966275E-002;142;1
6657000;0;0;2.966275E-002;142;1
6683000;0;0;2.965033E-002;142;1
6705000;0;0;2.965033E-002;142;1
6729000;0;0;2.964057E-002;142;1
6752000;0;0;2.964057E-002;142;1
6778000;0;0;2.963081E-002;142;1
6803000;0;0;2.962638E-002;142;1
6825000;0;0;2.962638E-002;142;1
6849000;0;0;2.961928E-002;142;1
6872000;0;0;2.961928E-002;142;1
6896000;0;0;2.961485E-002;142;1
6920000;0;0;2.962640E-002;142;1
6944000;0;0;2.962640E-002;142;1
6969000;0;0;2.961397E-002;142;1
6992000;0;0;2.961397E-002;142;1
7014000;0;0;2.961220E-002;142;1
7038000;0;0;2.961843E-002;142;1
7062000;0;0;2.961843E-002;142;1
7087000;0;0;2.961399E-002;142;1
7111000;0;0;2.961399E-002;142;1
7135000;0;0;2.961222E-002;142;1
7158000;0;0;2.961844E-002;142;1
7184000;0;0;2.961844E-002;142;1
7209000;0;0;2.962467E-002;142;1
7233000;0;0;2.962467E-002;142;1
7256000;0;0;2.961491E-002;142;1
7280000;0;0;2.961047E-002;142;1
7307000;0;0;2.961047E-002;142;1
7330000;0;0;2.961669E-002;142;1
7354000;0;0;2.961669E-002;142;1
7378000;0;0;2.963091E-002;142;1
7402000;0;0;2.964245E-002;142;1
7425000;0;0;2.964245E-002;142;1
7450000;0;0;2.963802E-002;142;1
7474000;0;0;2.963802E-002;142;1
7496000;0;0;2.964158E-002;142;1
7520000;0;0;2.964247E-002;142;1
7546000;0;0;2.964247E-002;142;1
7571000;0;0;2.964336E-002;142;1
7594000;0;0;2.964336E-002;142;1
7616000;0;0;2.964426E-002;142;1
7640000;0;0;2.963983E-002;142;1
7666000;0;0;2.963983E-002;142;1
7691000;0;0;2.965137E-002;142;1
7715000;0;0;2.965137E-002;142;1
7738000;0;0;2.964694E-002;142;1
7763000;0;0;2.964251E-002;142;1
7789000;0;0;2.964251E-002;142;1
7814000;0;0;2.965405E-002;142;1
7838000;0;0;2.965405E-002;142;1
7862000;0;0;2.966294E-002;142;1
7885000;0;0;2.966916E-002;142;1
7909000;0;0;2.966916E-002;142;1
7934000;0;0;2.967804E-002;142;1
7958000;0;0;2.967804E-002;142;1
7982000;0;0;2.967361E-002;142;1
8006000;0;0;2.967716E-002;142;1
8030000;0;0;2.967716E-002;142;1
8055000;0;0;2.967273E-002;142;1
8078000;0;0;2.967273E-002;142;1
8102000;0;0;2.968428E-002;142;1
8125000;0;0;2.969050E-002;142;1
8150000;0;0;2.969050E-002;142;1
8175000;0;0;2.968607E-002;142;1
8199000;0;0;2.968607E-002;142;1
8222000;0;0;2.967098E-002;142;1
8246000;0;0;2.966921E-002;142;1
8270000;0;0;2.966921E-002;142;1
8295000;0;0;2.966744E-002;142;1
8320000;0;0;2.966744E-002;142;1
8343000;0;0;2.967366E-002;142;1
8366000;0;0;2.967988E-002;142;1
8392000;0;0;2.967988E-002;142;1
8417000;0;0;2.967279E-002;142;1
8440000;0;0;2.967279E-002;142;1
8463000;0;0;2.967901E-002;142;1
8486000;0;0;2.967458E-002;142;1
8510000;0;0;2.967458E-002;142;1
8535000;0;0;2.968080E-002;142;1
8557000;0;0;2.968080E-002;142;1
8581000;0;0;2.968968E-002;142;1
8604000;0;0;2.968968E-002;142;1
8626000;0;0;2.968791E-002;142;1
8650000;0;0;2.968614E-002;142;1
8674000;0;0;2.968614E-002;142;1
8699000;0;0;2.968970E-002;142;1
8723000;0;0;2.968970E-002;142;1
8746000;0;0;2.968260E-002;142;1
8770000;0;0;2.968350E-002;142;1
8796000;0;0;2.968350E-002;142;1
8821000;0;0;2.966841E-002;142;1
8845000;0;0;2.966841E-002;142;1
8869000;0;0;2.967730E-002;142;1
8892000;0;0;2.968352E-002;142;1
8918000;0;0;2.968352E-002;142;1
8942000;0;0;2.968441E-002;142;1
8965000;0;0;2.968441E-002;142;1
8988000;0;0;2.967998E-002;142;1
9011000;0;0;2.968886E-002;142;1
9037000;0;0;2.968886E-002;142;1
9062000;0;0;2.969774E-002;142;1
9085000;0;0;2.969774E-002;142;1
9108000;0;0;2.969597E-002;142;1
9131000;0;0;2.969953E-002;142;1
9155000;0;0;2.969953E-002;142;1
9181000;0;0;2.969510E-002;142;1
9203000;0;0;2.969510E-002;142;1
9227000;0;0;2.969599E-002;142;1
9250000;0;0;2.969599E-002;142;1
9276000;0;0;2.969422E-002;142;1
9301000;0;0;2.969245E-002;142;1
9325000;0;0;2.969245E-002;142;1
9350000;0;0;2.969335E-002;142;1
9374000;0;0;2.968093E-002;142;1
9397000;0;0;2.968093E-002;142;1
9423000;0;0;2.968448E-002;142;1
9445000;0;0;2.968448E-002;142;1
9469000;0;0;2.969337E-002;142;1
9492000;0;0;2.969337E-002;142;1
9518000;0;0;2.968893E-002;142;1
9543000;0;0;2.969516E-002;142;1
9565000;0;0;2.969516E-002;142;1
9588000;0;0;2.969871E-002;142;1
9612000;0;0;2.969871E-002;142;1
9638000;0;0;2.970227E-002;142;1
9663000;0;0;2.970050E-002;142;1
9685000;0;0;2.970050E-002;142;1
9708000;0;0;2.970938E-002;142;1
9730000;0;0;2.970938E-002;142;1
9752000;0;0;2.971028E-002;142;1
9776000;0;0;2.971916E-002;142;1
9802000;0;0;2.971916E-002;142;1
9827000;0;0;2.971207E-002;142;1
9850000;0;0;2.971207E-002;142;1
9874000;0;0;2.971296E-002;142;1
9898000;0;0;2.970853E-002;142;1
9923000;0;0;2.970853E-002;142;1
9949000;0;0;2.971475E-002;142;1
9972000;0;0;2.971475E-002;142;1
9996000;0;0;2.970765E-002;142;1
10019000;0;0;2.970588E-002;142;1
10043000;0;0;2.970588E-002;142;1
10069000;0;0;2.970678E-002;142;1
10092000;0;0;2.970678E-002;142;1
10115000;0;0;2.969968E-002;142;1
10138000;0;0;2.969525E-002;142;1
10164000;0;0;2.969525E-002;142;1
10190000;0;0;2.969614E-002;142;1
10214000;0;0;2.969614E-002;142;1
10238000;0;0;2.969437E-002;142;1
10262000;0;0;2.969793E-002;142;1
10288000;0;0;2.969793E-002;142;1
10311000;0;0;2.969084E-002;142;1
10334000;0;0;2.969084E-002;142;1
10358000;0;0;2.969173E-002;142;1
10383000;0;0;2.969529E-002;142;1
10409000;0;0;2.969529E-002;142;1
10432000;0;0;2.969618E-002;142;1
10456000;0;0;2.969618E-002;142;1
10479000;0;0;2.969175E-002;142;1
10503000;0;0;2.968466E-002;142;1
10529000;0;0;2.968466E-002;142;1
10552000;0;0;2.968289E-002;142;1
10577000;0;0;2.968289E-002;142;1
10599000;0;0;2.968112E-002;142;1
10623000;0;0;2.967668E-002;142;1
10646000;0;0;2.967668E-002;142;1
10671000;0;0;2.968290E-002;142;1
10695000;0;0;2.968290E-002;142;1
10718000;0;0;2.968913E-002;142;1
10741000;0;0;2.968913E-002;142;1
10765000;0;0;2.969268E-002;142;1
10789000;0;0;2.970689E-002;142;1
10813000;0;0;2.970689E-002;142;1
10835000;0;0;2.971045E-002;142;1
10859000;0;0;2.971045E-002;142;1
10881000;0;0;2.970602E-002;142;1
10903000;0;0;2.970158E-002;142;1
10927000;0;0;2.970158E-002;142;1
10952000;0;0;2.970514E-002;142;1
10974000;0;0;2.970514E-002;142;1
10998000;0;0;2.970337E-002;142;1
11021000;0;0;2.970337E-002;142;1
11043000;0;0;2.970959E-002;142;1
11067000;0;0;2.971582E-002;142;1
11093000;0;0;2.971582E-002;142;1
11118000;0;0;2.972470E-002;142;1
11142000;0;0;2.972470E-002;142;1
11165000;0;0;2.972826E-002;142;1
11189000;0;0;2.972649E-002;142;1
11215000;0;0;2.972649E-002;142;1
11238000;0;0;2.971939E-002;142;1
11262000;0;0;2.971939E-002;142;1
11286000;0;0;2.972827E-002;142;1
11309000;0;0;2.972917E-002;142;1
11333000;0;0;2.972917E-002;142;1
11359000;0;0;2.973006E-002;142;1
11382000;0;0;2.973006E-002;142;1
11409000;-1;1;2.972829E-002;142;1
11432000;-5;5;3.105741E-002;142;1
11457000;-5;5;3.105741E-002;142;1
11481000;-6;6;3.661017E-002;142;1
11505000;-6;6;3.661017E-002;142;1
11530000;-9;10;4.370156E-002;142;1
11556000;-10;11;5.506622E-002;142;1
11579000;-10;11;5.506622E-002;142;1
11603000;-11;14;6.246649E-002;142;1
11627000;-11;14;6.246649E-002;142;1
11654000;-12;16;7.297211E-002;142;1
11680000;-14;18;8.803720E-002;143;1
11703000;-14;18;8.803720E-002;143;1
11726000;-14;20;1.029159E-001;143;1
11749000;-14;20;1.193019E-001;144;1
11776000;-16;22;1.193019E-001;144;1
11803000;-17;23;1.353577E-001;145;1
11826000;-17;23;1.353577E-001;145;1
11849000;-19;24;1.538371E-001;145;1
11872000;-19;26;1.755763E-001;146;1
11897000;-21;26;1.755763E-001;146;1
11923000;-22;27;1.983168E-001;146;2
11947000;-22;27;1.983168E-001;146;2
11969000;-28;35;2.224529E-001;147;2
11993000;-28;35;2.483947E-001;147;2
12018000;-19;24;2.483947E-001;147;2
12045000;-23;31;2.729249E-001;148;2
12068000;-23;31;2.729249E-001;148;2
12090000;-24;32;2.970451E-001;149;2
12114000;-24;33;3.221825E-001;150;2
12140000;-25;33;3.221825E-001;150;2
12166000;-27;33;3.464944E-001;150;3
12190000;-27;33;3.464944E-001;150;3
12213000;-27;35;3.755149E-001;151;3
12237000;-27;35;4.048763E-001;152;3
12263000;-29;35;4.048763E-001;152;3
12287000;-29;35;4.362351E-001;152;4
12310000;-29;35;4.362351E-001;152;4
12333000;-29;36;4.668428E-001;153;4
12357000;-29;35;4.974666E-001;154;4
12383000;-28;35;4.974666E-001;154;4
12407000;-27;34;5.269185E-001;154;5
12434000;-27;34;5.269185E-001;155;5
12460000;-26;34;5.540587E-001;155;5
12486000;-28;34;5.845493E-001;156;5
12510000;-28;34;5.845493E-001;156;5
12532000;-27;33;6.145978E-001;156;6
12556000;-27;33;6.409071E-001;157;6
12581000;-27;32;6.409071E-001;157;6
12607000;-26;33;6.694589E-001;157;6
12630000;-26;33;6.694589E-001;157;6
12653000;-26;32;6.968495E-001;158;7
12677000;-26;32;7.239258E-001;158;7
12704000;-25;32;7.239258E-001;158;7
12729000;-25;32;7.496385E-001;159;8
12753000;-25;32;7.496385E-001;159;8
12775000;-25;32;7.733431E-001;159;8
12799000;-25;31;8.006858E-001;160;9
12823000;-25;31;8.006858E-001;160;9
12850000;-26;32;8.296050E-001;160;9
12873000;-26;32;8.296050E-001;160;10
12896000;-24;31;8.579437E-001;161;10
12919000;-24;31;8.796829E-001;161;10
12944000;-24;31;8.796829E-001;161;10
12970000;-24;37;9.042504E-001;162;11
12995000;-28;37;9.042504E-001;162;12
13017000;-17;24;9.245887E-001;162;12
13041000;-17;30;9.411133E-001;163;12
13066000;-22;30;9.411133E-001;163;12
13093000;-23;29;9.665917E-001;163;13
13116000;-23;29;9.665917E-001;163;14
13143000;-22;30;9.925814E-001;164;14
13169000;-23;29;1.020371E+000;164;14
13193000;-23;29;1.020371E+000;164;14
13216000;-22;29;1.043400E+000;164;15
13240000;-22;29;1.066747E+000;165;16
13265000;-22;28;1.066747E+000;165;16
13291000;-20;29;1.087959E+000;165;16
13314000;-20;29;1.087959E+000;165;16
13337000;-21;28;1.110982E+000;165;17
13361000;-21;28;1.134585E+000;166;18
13386000;-19;28;1.134585E+000;166;18
13414000;-20;27;1.158264E+000;166;19
13437000;-20;27;1.158264E+000;166;19
13465000;-20;27;1.180349E+000;167;19
13490000;-20;27;1.200389E+000;167;20
13514000;-20;27;1.200389E+000;167;20
13538000;-21;27;1.220040E+000;167;21
13561000;-21;27;1.220040E+000;167;21
13586000;-20;27;1.240064E+000;167;21
13612000;-18;26;1.262704E+000;167;22
13635000;-18;26;1.262704E+000;167;22
13659000;-16;27;1.285732E+000;168;23
13682000;-16;27;1.285732E+000;168;24
13707000;-13;28;1.307151E+000;168;24
13734000;-10;28;1.325332E+000;168;25
13758000;-10;28;1.325332E+000;168;25
13781000;-8;29;1.341964E+000;169;27
13804000;-8;29;1.357774E+000;169;30
13829000;-6;29;1.357774E+000;169;30
13855000;-4;30;1.374576E+000;170;32
13879000;-4;30;1.374576E+000;170;32
13902000;-2;29;1.391138E+000;170;35
13925000;-2;29;1.406709E+000;171;38
13950000;-1;31;1.406709E+000;171;38
13974000;-1;31;1.422387E+000;171;41
13999000;0;37;1.422387E+000;171;41
14021000;0;25;1.436008E+000;172;45
14045000;0;25;1.436008E+000;172;47
14071000;0;32;1.449774E+000;172;47
14097000;0;34;1.464647E+000;173;51
14120000;0;34;1.464647E+000;173;51
14143000;0;36;1.480633E+000;173;54
14166000;0;36;1.497994E+000;173;58
14190000;0;37;1.497994E+000;173;58
14216000;0;37;1.516703E+000;174;62
14238000;0;37;1.516703E+000;174;62
14262000;0;38;1.534857E+000;174;66
14285000;0;38;1.534857E+000;174;70
14312000;0;38;1.552378E+000;174;70
14338000;0;39;1.569350E+000;174;74
14362000;0;39;1.569350E+000;174;74
14386000;0;40;1.582982E+000;174;78
14409000;0;40;1.598883E+000;174;83
14433000;0;40;1.598883E+000;174;83
14459000;0;40;1.616175E+000;174;87
14486000;0;40;1.616175E+000;174;91
14511000;0;41;1.633765E+000;173;91
14534000;0;41;1.652963E+000;173;96
14561000;0;41;1.652963E+000;173;96
14583000;0;41;1.676066E+000;173;100
14606000;0;41;1.676066E+000;173;104
14633000;0;42;1.699541E+000;172;104
14659000;0;43;1.720024E+000;172;109
14683000;0;43;1.720024E+000;172;109
14706000;0;41;1.738322E+000;171;113
14730000;0;41;1.756689E+000;170;118
14756000;0;42;1.756689E+000;170;118
14781000;0;41;1.777416E+000;169;122
14805000;0;41;1.777416E+000;169;122
14827000;0;40;1.797334E+000;168;127
14852000;0;40;1.817204E+000;167;131
14878000;0;41;1.817204E+000;167;131
14905000;2;39;1.833233E+000;166;135
14929000;2;39;1.833233E+000;166;139
14951000;4;39;1.848575E+000;165;139
14974000;4;39;1.866506E+000;164;144
14999000;9;44;1.866506E+000;164;144
15025000;6;29;1.881789E+000;162;149
15048000;6;29;1.881789E+000;162;149
15072000;9;35;1.897696E+000;161;153
15095000;9;34;1.908441E+000;159;157
15119000;10;34;1.908441E+000;159;157
15146000;8;31;1.917205E+000;158;162
15170000;8;31;1.917205E+000;158;165
15193000;8;29;1.932009E+000;156;165
15217000;8;26;1.942509E+000;155;169
15241000;5;26;1.942509E+000;155;169
15267000;4;24;1.951737E+000;154;172
15291000;4;24;1.951737E+000;154;175
15314000;4;22;1.964767E+000;152;175
15338000;4;19;1.972013E+000;151;178
15364000;3;19;1.972013E+000;151;178
15388000;1;17;1.982645E+000;150;180
15411000;1;17;1.982645E+000;150;182
15436000;1;15;1.994073E+000;150;182
15459000;1;13;2.003965E+000;149;183
15486000;1;13;2.003965E+000;149;183
15511000;0;12;2.011539E+000;148;184
15534000;0;12;2.011539E+000;148;186
15561000;0;9;2.018020E+000;148;186
15586000;0;8;2.022496E+000;147;186
15609000;0;8;2.022496E+000;147;186
